"CODETYPE","SOURCEVALUE","TARGETVALUE","DESCRIPTION","NUMCODE","RANK","NUMERIC1"
3806,"11","bur","Burmese",0,0,0
3806,"12","chi","Chinese",0,0,0
3806,"13","ceb","Cebuano",0,0,0
3806,"14","nya","Chichewa; Chewa; Nyanja",0,0,0
3806,"15","chi","Chinese",0,0,0
3806,"16","cze","Czech",0,0,0
3806,"17","dan","Danish",0,0,0
3806,"18","oth","Other",0,0,0
3806,"19","dum","Dutch, Middle (ca.1050-1350)",0,0,0
3806,"2","alb","Albanian",0,0,0
3806,"20","bin","Bini; Edo",0,0,0
3806,"21","est","Estonian",0,0,0
3806,"22","fat","Fanti",0,0,0
3806,"23","oth","Other",0,0,0
3806,"24","fin","Finnish",0,0,0
3806,"25","fre","French",0,0,0
3806,"26","ful","Fulah",0,0,0
3806,"27","gaa","Ga",0,0,0
3806,"28","geo","Georgian",0,0,0
3806,"29","ger","German",0,0,0
3806,"3","amh","Amharic",0,0,0
3806,"30","gre","Greek",0,0,0
3806,"31","guj","Gujarati",0,0,0
3806,"32","hau","Hausa",0,0,0
3806,"33","heb","Hebrew",0,0,0
3806,"34","hin","Hindi",0,0,0
3806,"35","hun","Hungarian",0,0,0
3806,"36","oth","Other",0,0,0
3806,"37","oth","Other",0,0,0
3806,"38","ibo","Igbo",0,0,0
3806,"39","oth","Other",0,0,0
3806,"4","ara","Arabic",0,0,0
3806,"40","ind","Indonesian",0,0,0
3806,"41","gle","Irish",0,0,0
3806,"42","ita","Italian",0,0,0
3806,"43","oth","Other",0,0,0
3806,"44","jpn","Japanese",0,0,0
3806,"45","kaz","Kazakh",0,0,0
3806,"46","kin","Kinyarwanda",0,0,0
3806,"47","kor","Korean",0,0,0
3806,"48","oth","Other",0,0,0
3806,"49","kur","Kurdish",0,0,0
3806,"5","arm","Armenian",0,0,0
3806,"50","lav","Latvian",0,0,0
3806,"51","lin","Lingala",0,0,0
3806,"52","lit","Lithuanian",0,0,0
3806,"53","lug","Ganda",0,0,0
3806,"54","mac","Macedonian",0,0,0
3806,"55","may","Malay",0,0,0
3806,"56","mal","Malayalam",0,0,0
3806,"57","div","Divehi; Dhivehi; Maldivian",0,0,0
3806,"58","oth","Other",0,0,0
3806,"59","mlt","Maltese",0,0,0
3806,"6","oth","Other",0,0,0
3806,"60","chi","Chinese",0,0,0
3806,"61","oth","Other",0,0,0
3806,"62","mon","Mongolian",0,0,0
3806,"63","nbl","Ndebele, South; South Ndebele",0,0,0
3806,"64","nep","Nepali",0,0,0
3806,"65","oth","Other",0,0,0
3806,"66","nno","Norwegian",0,0,0
3806,"67","pus","Pushto; Pashto",0,0,0
3806,"68","per","Persian",0,0,0
3806,"69","phi","Philippine languages",0,0,0
3806,"7","aze","Azerbaijani",0,0,0
3806,"70","cpe","Creoles and pidgins, English based",0,0,0
3806,"71","pol","Polish",0,0,0
3806,"72","por","Portuguese",0,0,0
3806,"73","pan","Punjabi",0,0,0
3806,"74","pus","Pushto; Pashto",0,0,0
3806,"75","rum","Romanian; Moldavian; Moldovan",0,0,0
3806,"76","rom","Romany",0,0,0
3806,"77","oth","Other",0,0,0
3806,"78","rus","Russian",0,0,0
3806,"79","srp","Serbian",0,0,0
3806,"8","bal","Baluchi",0,0,0
3806,"80","sna","Shona",0,0,0
3806,"81","oth","Other",0,0,0
3806,"82","sin","Sinhala; Sinhalese",0,0,0
3806,"83","slo","Slovak",0,0,0
3806,"84","slv","Slovenian",0,0,0
3806,"85","som","Somali",0,0,0
3806,"86","spa","Spanish",0,0,0
3806,"87","swa","Swahili",0,0,0
3806,"88","swe","Swedish",0,0,0
3806,"89","tam","Tamil",0,0,0
3806,"9","ben","Bengali",0,0,0
3806,"90","tha","Thai",0,0,0
2005,"WEI","780","HMP WEALSTUN",0,0,0
2005,"WHI","1670","HMRC WOODHILL",0,0,0
2005,"WII","1890","HMP WARREN HILL",0,0,0
2005,"WLI","1160","HMP WAYLAND",0,0,0
2005,"WMI","640","HMP WYMOTT",0,0,0
2005,"WNI","1710","HMYOI WERRINGTON",0,0,0
2005,"WOI","770","HMP WOLDS",0,0,0
2005,"WRI","1660","HMP WHITEMOOR",0,0,0
2005,"WSI","1330","HMP WORMWOOD SCRUBS",0,0,0
2005,"WTI","860","HMP WHATTON",0,0,0
2005,"WWI","1320","HMP WANDSWORTH",0,0,0
2005,"WYI","1720","HMYOI WETHERBY",0,0,0
2016,"1","1","VISIT DYING RELATIVE",0,0,0
2016,"10","10","ADVENTURE AND SOCIAL WELFARE",0,0,0
2016,"11","11","INTERVIEW FOR HALF WAY HOUSE",0,0,0
2016,"12","12","VISIT TO OUTSIDE HOSTEL FOR ASSESSMENT",0,0,0
2016,"13","13","EMPLOYMENT INTERVIEW",0,0,0
2016,"14","14","LONG HOME LEAVE",0,0,0
2016,"15","15","TERMINAL HOME LEAVE",0,0,0
2016,"16","16","SHORT HOME LEAVE",0,0,0
2016,"17","17","PRE PAROLE LEAVE",0,0,0
2016,"18","18","MARRIAGE",0,0,0
2016,"19","19","COURT APPEARANCE - POLICE PRODUCTION ORDER",0,0,0
2016,"2","2","FUNERAL",0,0,0
2016,"20","20","RESETTLEMENT RELEASE(TOWN/SPECIAL VISITS)",0,0,0
2016,"21","21","OTHER (IE IPV, ID PARADES ETC)",0,0,0
2016,"22","22","WITNESS/UNESCORTED COURT APPEARANCE",0,0,0
2016,"28","TI","TRANSFER INSIDE ENGLAND & WALES",0,0,0
2016,"28-dup","TS","TRANSFER WITH STOPOVER (INSIDE E & W)",0,0,0
2016,"3","3","VISIT CHILDREN",0,0,0
2016,"4","4","OTHER COMPASSIONATE LEAVE",0,0,0
2016,"5","5","OUTSIDE HOSPITAL ATTENDANCE",0,0,0
2016,"6","6","EXTERNAL SPORTING ACTIVITY",0,0,0
2016,"7","7","EXTERNAL EDUCATION CLASSES",0,0,0
2016,"8","8","COMMUNITY SERVICE VOLUNTEER",0,0,0
2016,"9","9","PROBATION SERVICE WORKSHOPS",0,0,0
2016,"99","99","DISCHARGE NOT FOR RELEASE",0,0,0
2016,"AB","AB","ABSCOND",0,0,0
2016,"AB-dup","ES","ESCAPE",0,0,0
2016,"ACCVISIT","TI","TRANSFER INSIDE ENGLAND & WALES",0,0,0
2016,"ACCVISITS","TI","TRANSFER INSIDE ENGLAND & WALES",0,0,0
2016,"AP","AP","DISCHARGE TO COURT ON APPEAL",0,0,0
2016,"APPEAL","TI","TRANSFER INSIDE ENGLAND & WALES",0,0,0
2016,"APPEALS","TI","TRANSFER INSIDE ENGLAND & WALES",0,0,0
2016,"AR","AR","AUTOMATIC RELEASE UNDER CJA 91 (SHORT TERMERS)",0,0,0
2016,"AS","AS","ACCUMULATED VISITS WITH STOPOVER",0,0,0
2016,"AU","AU","APPEAL UPHELD ON RELEASE",0,0,0
2016,"AV","AV","ACCUMULATED VISITS",0,0,0
2016,"BAIL","BL","BAILED",0,0,0
2016,"BD","BD","BAILED DETAINEE",0,0,0
2016,"BL","BL","BAILED",0,0,0
2016,"BREACH","CA","COURT APPEARANCE",0,0,0
2016,"C1","C1","PRIMARY CARER",0,0,0
2016,"C2","C2","URGENT DOMESTIC OR FAMILY NEEDS",0,0,0
2016,"C3","C3","FUNERALS AND DEATHS",0,0,0
2016,"C4","C4","MARRIAGE OR FAMILY OCCASIONS",0,0,0
2016,"C5","C5","MEDICAL OR DENTAL APPOINTMENTS",0,0,0
2016,"C6","C6","HOSPITAL/HOSPICE IN-PATIENT",0,0,0
2016,"C7","C7","VISIT DYING RELATIVE",0,0,0
2016,"C8","C8","OTHER SPECIAL PURPOSE",0,0,0
2016,"C9","C9","ATTEND RELIGIOUS SERVICE",0,0,0
2016,"CA","CA","COURT APPEARANCE",0,0,0
2016,"CCOM","CA","COURT APPEARANCE",0,0,0
2016,"CE","CE","CONDITIONAL RELEASE EXTENDED SENTENCE CJA 2003",0,0,0
2016,"COM","CA","COURT APPEARANCE",0,0,0
2016,"COMP","TI","TRANSFER INSIDE ENGLAND & WALES",0,0,0
2016,"CR","CR","CONDITIONAL RELEASE UNDER CJA 91 -SH TERMER > 1 YR",0,0,0
2016,"CRI","CA","COURT APPEARANCE",0,0,0
2016,"CRT","CA","COURT APPEARANCE",0,0,0
2016,"CT","CT","CUSTODY TIME LIMIT",0,0,0
2016,"D1","D1","DTO DISCHARGE 2 MONTHS EARLY",0,0,0
2016,"D2","D2","DTO DISCHARGE 1 MONTH EARLY",0,0,0
2016,"D3","D3","DTO DISCHARGE MID TERM TRANSFER",0,0,0
2016,"D4","D4","DTO LATE TRANSFER",0,0,0
2016,"D5","D5","DTO 2 MONTHS LATE TRANSFER",0,0,0
2016,"D6","D6","DTO RE-RELEASE",0,0,0
2016,"DA","DA","DISCHARGED ON APPEAL FROM COURT",0,0,0
2016,"DC","DC","DISCHARGED TO COURT",0,0,0
2016,"DD","DD","DISCHARGED END OF SENTENCE AND DEPORTED",0,0,0
2016,"DE","DE","DEPORTATION (NO SENTENCE)",0,0,0
2016,"DEC","XX","DIED",0,0,0
2016,"DISC","99","DISCHARGE NOT FOR RELEASE",0,0,0
2016,"DL","DL","DEPORTATION LICENCEES(PAROLE/LIFE/HMP)",0,0,0
2016,"DS","DS","DISCONTINUANCE/CHARGES WITHDRAWN(DISCHARGE PRISON)",0,0,0
2016,"EL","EL","END OF CUSTODY LICENCE",0,0,0
2016,"ELR","EL","END OF CUSTODY LICENCE",0,0,0
2016,"ER","ER","EXECUTIVE RELEASE. SEC 32 CJA 1982",0,0,0
2016,"ESCP","AB","ABSCOND",0,0,0
2016,"ET","ET","Training or Education",0,0,0
2016,"ETR","FR","DEPORT OF F/N UNDER EARLY REMOVAL SCHEME",0,0,0
2016,"ETR1","4","EMERGENCY TEMPORARY RELEASE - PREG/MBU",0,0,0
2016,"ETR2","4","EMERGENCY TEMPORARY RELEASE - VULNERABLE",0,0,0
2016,"ETR3","4","EMERGENCY TEMPORARY RELEASE",0,0,0
2016,"EX","EX","EXTRADITION",0,0,0
2016,"EXP_BREACH","CA","COURT APPEARANCE",0,0,0
2016,"F1","F1","TRAINING",0,0,0
2016,"F2","F2","EDUCATION",0,0,0
2016,"F3","F3","REPARATION PROJECTS",0,0,0
2016,"F4","F4","COURT APPEARANCE (UNESCORTED)",0,0,0
2016,"F6","F6","VISIT LEGAL ADVISER (UNESCORTED)",0,0,0
2016,"F7","F7","WORKING OUT SCHEMES",0,0,0
2016,"F8","F8","JOB INTERVIEW (UNDER 12M)",0,0,0
2016,"F9","F9","INTERVIEW FOR HOSTEL ACCOMMODATION",0,0,0
2016,"FA","FA","SEEKING OTHER ACCOMMODATION (UNDER 12M)",0,0,0
2016,"FB","FB","RESOLVE URGENT HOUSING NEEDS",0,0,0
2016,"FC","FC","ADVENTURE TRAINING",0,0,0
2016,"FD","FD","EXTERNAL TEAM SPORTS",0,0,0
2016,"FE","FE","DRIVING LESSONS",0,0,0
2016,"FF","FF","OPENING BANK ACCOUNTS",0,0,0
2016,"FR","FR","DEPORT OF F/N UNDER EARLY REMOVAL SCHEME",0,0,0
2016,"HC","HC","INVALID COMMITTAL/HABEAS CORPUS",0,0,0
2016,"HD","HD","HDC RE-RELEASE CONDITIONAL",0,0,0
2016,"HE","HE","HDC RE-RELEASE UNCONDITIONAL",0,0,0
2016,"HP","HP","FINAL DISCHARGE TO HOSPITAL-PSYCHIATRIC",0,0,0
2016,"HR","HR","HDC CONDITIONAL RELEASE",0,0,0
2016,"HU","HU","HDC UNCONDITIONAL RELEASE",0,0,0
2016,"I1","I1","LOCAL VISIT (INCENTIVE SCHEME)",0,0,0
2016,"IF","IF","INTERMITTENT CUSTODY FINAL RELEASE",0,0,0
2016,"IM","CA","COURT APPEARANCE",0,0,0
2016,"INT","TI","TRANSFER INSIDE ENGLAND & WALES",0,0,0
2016,"IR","IR","INTERMITTENT CUSTODY RELEASE",0,0,0
2016,"LTX","LT","Court/Legal/Police/Prison Transfer",0,0,0
2016,"MED","TI","TRANSFER INSIDE ENGLAND & WALES",0,0,0
2016,"MRG","MRG","Administrative Release due to Merge",0,0,0
2016,"NA","NA","NOT TO APPEAR COURT DATE (FOR DIARY ONLY)",0,0,0
2016,"NCS","DA","DISCHARGED ON APPEAL FROM COURT",0,0,0
2016,"NEWTON","CA","COURT APPEARANCE",0,0,0
2016,"NG","DS","DISCONTINUANCE/CHARGES WITHDRAWN(DISCHARGE PRISON)",0,0,0
2016,"NOTR","TI","TRANSFER INSIDE ENGLAND & WALES",0,0,0
2016,"NP","NP","NON PAROLE RELEASE DATE",0,0,0
2016,"OJ","TO","TRANSFER OUTSIDE ENGLAND & WALES",0,0,0
2016,"OPA","21","OTHER (IE IPV, ID PARADES ETC)",0,0,0
2016,"OTHER","TI","TRANSFER INSIDE ENGLAND & WALES",0,0,0
2016,"OVCROW","TI","TRANSFER INSIDE ENGLAND & WALES",0,0,0
2016,"PAP","PA","Prisoner Apprenticeships Pathway",0,0,0
2016,"PC","PC","DISCHARGED INTO POLICE CUSTODY",0,0,0
2016,"PD","PD","POST RECALL RELEASE",0,0,0
2016,"PDH","CA","COURT APPEARANCE",0,0,0
2016,"PF","PF","PAID FINE",0,0,0
2016,"PR","PR","PRODUCTION OF UNSENTENCED INMATE AT COURT",0,0,0
2016,"PRES","TI","TRANSFER INSIDE ENGLAND & WALES",0,0,0
2016,"PROAT","TI","TRANSFER INSIDE ENGLAND & WALES",0,0,0
2016,"PROD","TI","TRANSFER INSIDE ENGLAND & WALES",0,0,0
2016,"PS","PS","PRODUCTION (SENTENCE/CIVIL CUSTODY)",0,0,0
2016,"PWP","PW","Paid Work Placements",0,0,0
2016,"PX","PX","FINAL PAROLE INCLD YOI RELEASED ON LICENCE ETC",0,0,0
2016,"R1","R1","JOB INTERVIEW",0,0,0
2016,"R2","R2","EMPLOYMENT",0,0,0
2016,"R3","R3","MAINTAINING FAMILY TIES",0,0,0
2016,"R4","R4","INTERVIEW FOR HOSTEL ACCOMMODATION",0,0,0
2016,"R5","R5","SEEKING OTHER ACCOMMODATION",0,0,0
2016,"R6","R6","PRE-PAROLE RELEASE",0,0,0
2016,"R7","R7","COMMUNITY SERVICE VOLUNTEER",0,0,0
2016,"R8","R8","PROBATION SERVICE WORKSHOP",0,0,0
2016,"R9","R9","OVERNIGHT RESETTLEMENT UNIT/PRES HOSTEL",0,0,0
2016,"RE","RE","REPATRIATED",0,0,0
2016,"REL","21","OTHER (IE IPV, ID PARADES ETC)",0,0,0
2016,"REM","CA","COURT APPEARANCE",0,0,0
2016,"RO","RO","RESETTLEMENT OVERNIGHT RELEASE",0,0,0
2016,"RW","RW","ROYAL WARRANT-FREE PARDON/COMPASSIONATE GROUNDS",0,0,0
2016,"SC","SC","SENTENCE COMPLETED/CONTEMPT PURGED",0,0,0
2016,"SE","SE","Other security escort",0,0,0
2016,"SEC","TI","TRANSFER INSIDE ENGLAND & WALES",0,0,0
2016,"SENT","CA","COURT APPEARANCE",0,0,0
2016,"SP","SP","HELPING POLICE WITH ENQUIRIES",0,0,0
2016,"ST","TI","TRANSFER INSIDE ENGLAND & WALES",0,0,0
2016,"TRIAL","CA","TRANSFER INSIDE ENGLAND & WALES",0,0,0
2016,"TRN","TI","TRANSFER INSIDE ENGLAND & WALES",0,0,0
2016,"TRNCRT","TI","TRANSFER INSIDE ENGLAND & WALES",0,0,0
2016,"TRNTAP","TI","TRANSFER INSIDE ENGLAND & WALES",0,0,0
2016,"UAL","AB","ABSCOND",0,0,0
2016,"UAL_ECL","AB","ABSCOND",0,0,0
2016,"UPW","UP","Unpaid Work Placements",0,0,0
2016,"VL","NA","NOT TO APPEAR COURT DATE (FOR DIARY ONLY)",0,0,0
2016,"WIT","CA","COURT APPEARANCE",0,0,0
2016,"YMI","YM","Meetings and Interviews",0,0,0
2016,"YOTR","YO","Other Temp Release linked to Sent&Resett Planning",0,0,0
2016,"YRDR","YR","Resettlement Day Release",0,0,0
2016,"Z","ZZ","INTERMEDIATE TRANSFER SAME DAY LINK UP",0,0,0
3804,"-1","-1","Unknown Sub Category",0,0,0
3804,"1","1","Work / Organised Activity",0,0,0
3804,"10","10","Give talks/Sermons",0,0,0
3804,"101","101","Not to reside (not even to stay for one night) in the same household as ANY child under the age of  [AGE] without the prior approval of your supervising officer",0,0,0
3804,"102","102","Attend all appointments arranged for you with a psychiatrist / psychologist / medical practitioner and co-operate fully with any care or treatment they recommend.",0,0,0
3804,"103","103","Receive home visits from Mental Health Worker",0,0,0
3804,"104","104","Attend as directed, to address your dependency on, or propensity to misuse, a controlled drug",0,0,0
3804,"105","105","Should you return to the UK and Islands before the expiry date of your licence then your licence conditions will be in force and you must report within two working days to your supervising officer.",0,0,0
3804,"106","106","Not to seek to approach or communicate with VICTIM AND / OR FAMILY MEMBERS without the prior approval of your supervising officer",0,0,0
3804,"107","107","Not to have unsupervised contact with  [ANY / ANY FEMALE / ANY MALE] children under the age of [INSERT AGE] without the prior approval of your supervising officer and / or [INSERT NAME OF APPROPRIATE SOCIAL SERVICES DEPARTMENT] except where that contact is inadvertent and not reasonably avoidable in the course of lawful daily life.",0,0,0
3804,"108","108","Not to contact or associate with [NAMED OFFENDER(S) / NAMED INDIVIDUAL(S)] without the prior approval of your supervising officer.",0,0,0
3804,"109","109","Not to contact or associate with a known sex offender other than when compelled by attendance at a Treatment Programme or when residing at Approved Premises without the prior approval of your supervising officer.",0,0,0
3804,"11","11","Material-Hate/Violence/Military",0,0,0
3804,"110","110","Not to contact directly or indirectly any person who is a serving or remand prisoner or detained in State custody, without the prior approval of your supervising officer",0,0,0
3804,"111","111","Not to associate with any person currently or formerly associated with [NAMED GROUP(S)] without the prior approval of your supervising officer.",0,0,0
3804,"112","112","To comply with any requirements specified by your supervising officer for the purpose of ensuring that you address your alcohol / drug / sexual / violent / gambling / solvent abuse / anger / debt / prolific / offending behaviour problems at the [NAME OF COURSE / CENTRE].",0,0,0
3804,"113","113","Not to undertake work or other organised activity which will involve a person under the age of [INSERT AGE], either on a paid or unpaid basis without the prior approval of your supervising officer",0,0,0
3804,"114","114","Not to own or possess more than one mobile phone or SIM card without the prior approval of your supervising officer and to provide your supervising officer with details of that mobile telephone, including the IMEI number and the SIM card that you possess.",0,0,0
3804,"115","115","Not to own or possess a mobile phone with a photographic function without the prior approval of your supervising officer.",0,0,0
3804,"116","116","Not to own or use a camera without the prior approval of your supervising officer.",0,0,0
3804,"117","117","To make any device capable of making or storing digital images (including a camera and a mobile phone with a camera function) available for inspection on request by your supervising officer and/or a police officer.",0,0,0
3804,"118","118","To surrender your passport(s) to your supervising officer and to notify your supervising officer of any intention to apply for a new passport.",0,0,0
3804,"119","119","Not to use or access any computer or device which is internet enabled without the prior approval of your supervising officer; and only for the purpose, and only at a public location, as specified by that officer.",0,0,0
3804,"12","12","Promote Radicalisation",0,0,0
3804,"120","120","Not to delete the usage history on any internet enabled device or computer used and to allow such items to be inspected as required by the police or your supervising officer. Such inspection may include removal of the device for inspection and the installation of monitoring software.",0,0,0
3804,"121","121","Provide your supervising officer with details of any vehicle you own, hire for more than a short journey or have regular use of, prior to any journey taking place.",0,0,0
3804,"122","122","Notify your supervising officer of any developing intimate relationships with [WOMEN / MEN / WOMEN OR MEN].",0,0,0
3804,"123","123","Notify your supervising officer of any developing personal relationships, whether intimate or not, with any person you know or believe to be resident in a household containing children under the age of 18. This includes persons known to you prior to your time in custody with whom you are renewing or developing a personal relationship with.",0,0,0
3804,"124","124","To notify your supervising officer of the details of any passport that you possess (including passport number), and of any intention to apply for a new passport.",0,0,0
3804,"125","125","Confine yourself to an address approved by your supervising officer between the hours daily unless otherwise authorised by your supervising officer. ",0,0,0
3804,"126","126","Confine yourself to remain at [CURFEW ADDRESS] initially from [START OF CURFEW HOURS] until [END OF CURFEW HOURS] each day, and, thereafter, for such a period as may be reasonably notified to you by your supervising officer; and comply with such arrangements as may be reasonably put in place and notified to you by your supervising officer so as to allow for your whereabouts and your compliance with your curfew requirement be monitored ",0,0,0
3804,"128","128","Not to enter [NAMED PLACE] without the prior approval of your supervising officer.",0,0,0
3804,"129","129","Not to enter or remain in sight of any [NAMED PLACE] without the prior approval of your supervising officer.  ",0,0,0
3804,"13","13","Medical/Psychiatric Appointments",0,0,0
3804,"130","130","On release to be escorted by police to Approved Premises",0,0,0
3804,"131","131","Report to staff at [NAMED PLACE] at [TIME / DAILY], unless otherwise authorised by your supervising officer.  This condition will be reviewed by your supervising officer on a [SPECIFIED] basis and may be amended or removed if it is felt that the level of risk you present has reduced appropriately.",0,0,0
3804,"132","132","To comply with any instruction given by your supervising officer requiring you to attend polygraph testing. To participate in polygraph sessions and examinations as instructed by or under the authority of your supervising officer and to comply with any instruction given to you during a polygraph session by the person conducting the polygraph.",0,0,0
3804,"133","133","Attend [INSERT NAME AND ADDRESS], as reasonably required by your supervising officer, to give a sample of oral fluid / urine in order to test whether you have any specified Class A and specified Class B drugs in your body, for the purpose of ensuring that you are complying with the condition of your licence requiring you to be of good behaviour.",0,0,0
3804,"134","134","Not to take any action that could hamper or frustrate the drug testing process",0,0,0
3804,"14","14","Home Visits (Mental Health Wrkr)",0,0,0
3804,"15","15","Victim and/or Family Members",0,0,0
3804,"16","16","Children",0,0,0
3804,"17","17","Terrorist Related Offender",0,0,0
3804,"18","18","Specific Reporting",0,0,0
3804,"19","19","Notify Car / Vehicle",0,0,0
3804,"2","2","Internet / Messaging",0,0,0
3804,"20","20","Notify Relationships",0,0,0
3804,"201","201","Not to contact directly or indirectly any person whom you know or believe to have been charged or convicted of any extremist related offence, without the prior approval of your supervising officer.",0,0,0
3804,"202","202","Not to attend or organise any meetings or gatherings other than those convened solely for the purposes of worship without the prior approval of your supervising officer.",0,0,0
3804,"203","203","Not to give or engage in the delivery of any lecture, talk, or sermon whether part of an act of worship or not, without the prior approval of your supervising officer.",0,0,0
3804,"204","204","Not to engage in any discussion or act to promote grooming or influencing of an individual or a group for the purpose of extremism or radicalisation.",0,0,0
3804,"205","205","Not to participate directly or indirectly in organising and/or contributing to any demonstration, meeting, gathering or website without the prior approval of your supervising officer.  This condition will be reviewed on a monthly basis and may be amended or removed if your risk is assessed as having changed.",0,0,0
3804,"206","206","Not to have in your possession any printed or electronically recorded material or handwritten notes which contain encoded information or that promote the destruction of or hatred for any religious or ethnic group or that celebrates, justifies or promotes acts of violence, or that contain information about military or paramilitary technology, weapons, techniques or tactics without the prior approval of your supervising officer",0,0,0
3804,"207","207","Provide your supervising officer with the details of any bank accounts to which you are a signatory and of any credit cards you possess. You must also notify your supervising officer when becoming a signatory to any new bank account or credit card, and provide the account/card details.  This condition will be reviewed on a monthly basis and may be amended or removed if it is felt that the level of risk that you present has reduced appropriately.",0,0,0
3804,"208","208","To only attend places of worship which have been previously agreed with your supervising officer.",0,0,0
3804,"209","209","Bespoke Condition (See Notes)",0,0,0
3804,"21","21","Offending Behaviour Problems",0,0,0
3804,"210","210","Not to enter [NAME/TYPE OF PREMISES / ADDRESS / ROAD] without the prior approval of your supervising officer. This will be monitored by Electronic Monitoring GPS Satellite Tagging during your HDC period",0,0,0
3804,"211","211","Not to enter the area of [CLEARLY SPECIFIED AREA], as defined by the attached map without the prior approval of your supervising officer. This condition will be monitored by Electronically Monitored Satellite Tagging during your HDC period",0,0,0
3804,"212","212","Report to staff at [NAME OF APPROVED PREMISES / POLICE STATION] at [TIME / DAILY], unless otherwise authorised by your supervising officer.  This condition will be reviewed by your supervising officer on a [WEEKLY / MONTHLY / ETC] basis and may be amended or removed if it is felt that the level of risk you present has reduced appropriately. This will be monitored by Electronic Monitoring GPS Satellite Tagging during your HDC period",0,0,0
3804,"213","213","Attend [INSERT APPOINTMENT TIME DATE AND ADDRESS], as directed, to address your dependency on, or propensity to misuse, a controlled drug. This will be monitored by Electronic Monitoring GPS Satellite Tagging during your HDC period",0,0,0
3804,"214","214","Attend [INSERT NAME AND ADDRESS], as reasonably required by your supervising officer, to give a sample of oral fluid / urine in order to test whether you have any specified Class A and specified Class B drugs in your body, for the purpose of ensuring that you are complying with the condition of your licence requiring you to be of good behaviour. Your attendance will be monitored by Electronic Monitoring GPS Satellite Tagging during your HDC period",0,0,0
3804,"215","215","To comply with any requirements specified by your supervising officer for the purpose of ensuring that you address your alcohol / drug / sexual / violent / gambling / solvent abuse / anger / debt / prolific / offending behaviour problems at the [NAME OF COURSE / CENTRE]. Any specified requirement of attendance in relation to this condition will be monitored by Electronic Monitoring GPS Satellite Tagging during your HDC period",0,0,0
3804,"216","216","You will be subject to trail monitoring. Your whereabouts will be electronically monitored by GPS satellite tagging during your HDC period and you must cooperate with the monitoring as directed by your Offender Supervisor",0,0,0
3804,"217","217","Allow person(s) as designated by your supervising officer to install an electronic monitoring tag on you and access to install any associated equipment in your property, and for the purpose of ensuring that equipment is functioning correctly. You must not damage or tamper with these devices and ensure that the tag is charged, and report to your supervising officer immediately if the tag or the associated equipment are not working correctly.",0,0,0
3804,"218","218","Confine yourself to an address approved by your supervising officer between 5pm and midnight until [INSERT DATE TWO DAYS AFTER RELEASE], for the installation of your electronic monitoring device.  This condition no longer applies once the device has been installed.",0,0,0
2015,"24","R","RETURNS",0,0,0
2015,"25","3","INDETERMINATE SENTENCE FOR PUBLIC PROTECTION",0,0,0
2015,"26","4","EXTENDED SENTENCE FOR PUBLIC PROTECTION",0,0,0
2015,"27","5","CUSTODY FOR LIFE UNDER 18 SEC93",0,0,0
2015,"29","6","CUSTODY FOR LIFE AT LEAST 18 AND UNDER 21 SEC 94",0,0,0
2015,"A","A","LATE RETURN (VOLUNTARY)",0,0,0
2015,"ADMN","R","RETURNS",0,0,0
2015,"B","B","RECALL FROM HDC",0,0,0
2015,"C","C","CIVIL COMMITTAL",0,0,0
2015,"D","D","SENTENCED TO DEATH",0,0,0
2015,"E","E","DETAINED IMMIGRATION ACT 1971 (AWAITING DEPORT)",0,0,0
2015,"ELR","7","RECALL FROM END OF CUSTODY",0,0,0
2015,"ETB","L","LICENCE REVOKEE",0,0,0
2015,"F","F","FINE DEFAULTER",0,0,0
2015,"G","G","CUSTODY FOR LIFE CJA 1982",0,0,0
2015,"H","H","HOME LEAVE FAILURE",0,0,0
2015,"I","I","IMPRISONMENT WITHOUT OPTION",0,0,0
2015,"INT","M","TRANSFER IN FROM OTHER ESTABLISHMENT",0,0,0
2015,"INTAKE","I","IMPRISONMENT WITHOUT OPTION",0,0,0
2015,"INTER","1","INTERMITTENT CUSTODY",0,0,0
2015,"J","J","DETAINED AT HER MAJESTY'S PLEASURE SEC 90",0,0,0
2015,"K","K","DETAINED UNDER SEC 91 PCC(SENT) ACT 2000",0,0,0
2015,"L","L","LICENCE REVOKEE",0,0,0
2015,"M","M","TRANSFER IN FROM OTHER ESTABLISHMENT",0,0,0
2015,"N","N","UNCONVICTED REMAND",0,0,0
2015,"O","O","AWAITING REMOVAL TO PYSCHIATRIC HOSPITAL",0,0,0
2015,"P","P","PARTLY SUSPENDED SENTENCE",0,0,0
2015,"Q","Q","OVERNIGHT STOPOVER EN ROUTE TO ACCUMULATIVE VISITS",0,0,0
2015,"R","R","RETURNS",0,0,0
2015,"RECA","U","LATE RETURN (INVOLUNTARY)",0,0,0
2015,"S","S","OVERNIGHT STOPOVER BEFORE TRANSFER TO ANOTHER EST",0,0,0
2015,"T","T","TRANSFER IN FROM FOREIGN PRISON",0,0,0
2015,"U","U","LATE RETURN (INVOLUNTARY)",0,0,0
2015,"V","V","CONVICTED UNSENTENCED",0,0,0
2015,"W","W","DETENTION IN A YOUNG OFFENDER INSTITUTION",0,0,0
2015,"Y","Y","RECALL FROM DTO",0,0,0
2015,"Z","Z","SAME DAY STOPOVER EN ROUTE TO ANOTHER ESTAB",0,0,0
